URL,Label
https://www.bing.com/search?pglt=163&q=kaggle&cvid=fd057699d6b2455196a3d86c14a9e74f&gs_lcrp=EgZjaHJvbWUqBggAEEUYOzIGCAAQRRg7MgYIARAAGEAyBggCEAAYQDIGCAMQABhAMgYIBBAAGEAyBggFEAAYQDIGCAYQRRg8MgYIBxBFGDwyBggIEEUYPNIBCDE3NDFqMGoxqAIAsAIA&FORM=ANNTA1&PC=ASTS&ntref=1,good
www.github.com,good
